secret_length,secret_special_chars,secret_has_url,StartLine,EndLine,StartColumn,EndColumn,secret_entropy,secret_letter_ratio,secret_digit_ratio,secret_upper_ratio,secret_special_ratio,secret_base64_ratio,has_prefix_aws_akid,has_prefix_github,has_prefix_slack,ctx_has_pass,ctx_has_token,ctx_has_key,ctx_has_secret,ctx_has_example,RuleID,file_extension
38,1,0,83,188,71,43,4.4713544870139295,0.8157894736842105,0.15789473684210525,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,py
37,1,0,132,19,54,19,4.648510460165075,0.7567567567567568,0.21621621621621623,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,discord-bot-token,py
40,0,0,153,156,31,64,4.584183719779189,0.9,0.1,0.475,0.0,1.0,0,0,0,0,0,1,0,0,generic-api-key,js
20,0,0,39,71,14,4,3.9841837197791885,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,ts
42,1,0,30,161,59,79,4.556140863760577,0.9047619047619048,0.07142857142857142,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,heroku-api-key,md
79,7,0,52,171,27,4,5.23252517244178,0.7341772151898734,0.17721518987341772,0.26582278481012656,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,yml
130,28,0,94,101,5,33,5.05688147183836,0.6461538461538462,0.07692307692307693,0.4461538461538462,0.2153846153846154,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
77,7,1,132,82,46,31,5.151871327292769,0.8311688311688312,0.07792207792207792,0.36363636363636365,0.09090909090909091,0.974025974025974,0,0,0,0,0,0,0,0,slack-webhook-url,json
42,1,0,93,94,23,7,4.737322779818595,0.8571428571428571,0.11904761904761904,0.3333333333333333,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,py
42,1,0,182,31,47,58,4.737322779818596,0.8333333333333334,0.14285714285714285,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,twilio-api-key,md
90,4,0,12,44,16,33,5.2830310127799915,0.8555555555555555,0.1,0.4666666666666667,0.044444444444444446,0.9555555555555556,0,0,0,0,1,0,0,0,jwt-token,js
85,4,0,83,157,24,32,5.292992665672043,0.8470588235294118,0.10588235294117647,0.5058823529411764,0.047058823529411764,0.9529411764705882,0,0,0,0,1,0,0,1,jwt-token,py
40,1,0,150,73,16,40,4.803055907333277,0.85,0.125,0.325,0.025,0.975,0,0,0,0,0,1,0,1,heroku-api-key,py
74,7,0,70,144,34,55,5.185474480347637,0.8243243243243243,0.08108108108108109,0.44594594594594594,0.0945945945945946,0.9594594594594594,0,0,0,0,0,0,0,1,slack-webhook-url,py
42,1,0,101,88,67,47,4.880179922675739,0.8571428571428571,0.11904761904761904,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,api-key,md
40,0,0,139,130,53,32,4.703055907333277,0.825,0.175,0.275,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,js
38,1,0,113,46,79,31,4.589518302689537,0.7894736842105263,0.18421052631578946,0.2631578947368421,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,postgres-password,py
38,1,0,57,182,68,67,4.734512381750773,0.7631578947368421,0.21052631578947367,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,0,mailchimp-access-token,md
63,2,0,41,34,80,57,5.242920201174673,0.7777777777777778,0.19047619047619047,0.3492063492063492,0.031746031746031744,0.9682539682539683,0,0,0,0,1,0,0,0,jwt-token,env
37,1,0,184,97,39,23,4.756618568273184,0.7567567567567568,0.21621621621621623,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,twilio-api-key,py
32,2,0,169,162,67,15,4.3125,0.78125,0.15625,0.375,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,js
59,6,0,152,96,24,50,5.145189235729179,0.6949152542372882,0.2033898305084746,0.3220338983050847,0.1016949152542373,0.8983050847457628,0,0,0,0,1,0,0,0,discord-bot-token,yml
40,0,0,57,113,26,66,4.703055907333276,0.875,0.125,0.475,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,js
77,7,0,169,1,78,51,5.145504768907404,0.8311688311688312,0.07792207792207792,0.33766233766233766,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,1,slack-webhook-url,py
83,3,0,172,35,43,22,5.196142185178681,0.9036144578313253,0.060240963855421686,0.40963855421686746,0.03614457831325301,0.963855421686747,0,0,0,0,1,0,0,1,jwt-token,py
15,2,0,142,134,54,62,3.1068905956085184,0.8666666666666667,0.0,0.0,0.13333333333333333,0.8666666666666667,0,0,0,0,0,1,0,1,generic-api-key,py
40,1,0,135,4,52,58,4.634183719779188,0.825,0.15,0.325,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,ts
37,1,0,102,77,51,53,4.756618568273184,0.7837837837837838,0.1891891891891892,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,api-key,example
40,0,0,150,69,14,6,4.5653115322251026,0.875,0.125,0.4,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,sh
42,1,0,55,6,60,4,4.6420846845805,0.7619047619047619,0.21428571428571427,0.19047619047619047,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,discord-bot-token,py
32,2,0,97,59,77,60,4.4375,0.75,0.1875,0.40625,0.0625,0.9375,0,0,0,0,0,1,1,0,stripe-api-key,yaml
37,1,0,120,22,33,33,4.702564514219128,0.8918918918918919,0.08108108108108109,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,1,0,0,0,1,postgres-password,json
130,22,0,126,4,23,51,5.132536879250817,0.6923076923076923,0.07692307692307693,0.49230769230769234,0.16923076923076924,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
79,7,0,124,46,20,22,5.077276279954558,0.8734177215189873,0.0379746835443038,0.3037974683544304,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,py
40,0,0,66,197,8,62,4.871928094887363,0.825,0.175,0.35,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,ts
59,1,0,6,50,48,31,5.090187328986186,0.8813559322033898,0.1016949152542373,0.3728813559322034,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,discord-bot-token,js
87,3,0,181,71,39,65,5.5030074325059966,0.8390804597701149,0.12643678160919541,0.42528735632183906,0.034482758620689655,0.9655172413793104,0,0,0,0,1,0,0,1,jwt-token,md
32,2,0,68,176,39,68,4.5,0.875,0.0625,0.5625,0.0625,0.9375,0,0,0,0,0,1,0,1,stripe-api-key,py
40,1,0,49,166,8,38,4.73418371977919,0.875,0.1,0.425,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,json
42,1,0,87,161,9,38,4.7849418274376445,0.8095238095238095,0.16666666666666666,0.23809523809523808,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,yml
25,1,0,187,143,21,77,4.213660689688185,0.84,0.12,0.48,0.04,0.96,0,0,0,0,1,0,0,0,aws-access-token,md
20,0,0,53,177,56,19,3.521928094887362,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,py
38,1,0,163,192,46,46,4.659387303533053,0.8157894736842105,0.15789473684210525,0.21052631578947367,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,mailchimp-access-token,json
42,1,0,35,85,54,18,4.832560875056692,0.7857142857142857,0.19047619047619047,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,github-pat,md
38,1,0,97,23,31,72,4.701746263386653,0.8421052631578947,0.13157894736842105,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,heroku-api-key,py
118,22,0,106,112,64,42,5.1425378384522755,0.6779661016949152,0.0847457627118644,0.4576271186440678,0.1864406779661017,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,js
20,0,0,179,81,52,29,3.7841837197791888,0.75,0.25,0.75,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,env
42,1,0,34,138,30,56,4.76696831548137,0.9047619047619048,0.07142857142857142,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,example
79,7,0,27,69,22,50,5.262782887955236,0.759493670886076,0.1518987341772152,0.26582278481012656,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,0,slack-webhook-url,md
40,0,0,70,183,57,57,4.853055907333276,0.8,0.2,0.4,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,py
59,0,0,147,193,39,43,5.2596788544099145,0.847457627118644,0.15254237288135594,0.3728813559322034,0.0,1.0,0,0,0,0,1,0,0,0,discord-bot-token,ts
20,1,0,38,40,10,35,3.8841837197791884,0.85,0.1,0.85,0.05,0.95,0,0,0,0,1,0,0,1,aws-access-token,py
40,1,0,53,17,23,55,4.721928094887362,0.85,0.125,0.35,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,py
40,0,0,41,20,71,74,5.021928094887363,0.9,0.1,0.575,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,py
42,1,0,12,200,17,10,4.832560875056691,0.8333333333333334,0.14285714285714285,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,github-pat,md
38,1,0,198,134,29,24,4.80700942128139,0.868421052631579,0.10526315789473684,0.4473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,mailchimp-access-token,py
42,1,0,188,134,30,47,4.868507898969237,0.8095238095238095,0.16666666666666666,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,discord-bot-token,json
42,1,0,59,52,10,60,4.630412660873999,0.7619047619047619,0.21428571428571427,0.3333333333333333,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,api-key,md
38,1,0,20,189,19,79,4.9847696187067445,0.7894736842105263,0.18421052631578946,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,json
42,1,0,101,88,67,47,4.880179922675739,0.8571428571428571,0.11904761904761904,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,api-key,py
32,2,0,56,143,10,75,4.5625,0.84375,0.09375,0.375,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,js
80,5,0,71,200,64,12,5.355875438448058,0.75,0.1875,0.3875,0.0625,0.9375,0,0,0,0,1,0,0,0,jwt-token,go
40,1,0,167,123,21,63,4.953055907333277,0.8,0.175,0.325,0.025,0.975,0,0,0,0,1,0,0,1,discord-bot-token,py
40,1,0,149,114,23,74,4.684183719779189,0.825,0.15,0.4,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,js
42,1,0,76,104,64,70,4.707677244155821,0.9047619047619048,0.07142857142857142,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
40,1,0,36,58,28,22,4.871928094887363,0.825,0.15,0.275,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,yml
38,1,0,138,80,52,18,4.662015342220155,0.9473684210526315,0.02631578947368421,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,postgres-password,json
38,1,0,152,46,6,18,4.807009421281391,0.7894736842105263,0.18421052631578946,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
40,0,0,144,58,42,10,4.8219280948873635,0.775,0.225,0.3,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,tf
33,2,0,84,191,58,46,4.741363816328152,0.8787878787878788,0.06060606060606061,0.36363636363636365,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,stripe-api-key,py
77,9,1,199,29,47,31,5.060372865505537,0.7922077922077922,0.09090909090909091,0.33766233766233766,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,slack-webhook-url,py
40,1,0,49,115,17,19,4.78418371977919,0.875,0.1,0.4,0.025,0.975,0,0,0,0,0,1,0,0,heroku-api-key,md
38,1,0,21,51,53,77,4.879506460812007,0.8421052631578947,0.13157894736842105,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,0,discord-bot-token,md
40,1,0,26,75,51,62,4.73418371977919,0.8,0.175,0.25,0.025,0.975,0,0,0,0,1,0,0,1,sendgrid-api-token,py
37,1,0,166,139,78,7,4.648510460165075,0.8648648648648649,0.10810810810810811,0.5945945945945946,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,sendgrid-api-token,py
42,1,0,137,107,55,14,4.635783196330729,0.8333333333333334,0.14285714285714285,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,py
130,23,0,81,121,70,9,5.025467217691388,0.6461538461538462,0.11538461538461539,0.5076923076923077,0.17692307692307693,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
40,0,0,107,54,32,74,4.784183719779189,0.9,0.1,0.425,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,json
37,1,0,188,153,25,3,4.368388082419121,0.972972972972973,0.0,0.6486486486486487,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
17,3,0,10,25,78,25,3.2927701939369904,0.8235294117647058,0.0,0.0,0.17647058823529413,0.8235294117647058,0,0,0,0,1,0,0,1,jwt-token,py
118,26,0,75,110,41,4,5.0004115678322165,0.6694915254237288,0.059322033898305086,0.4576271186440678,0.22033898305084745,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,go
40,0,0,161,70,23,53,4.484183719779189,0.95,0.05,0.4,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,py
17,1,0,200,115,58,9,3.4104172527605203,0.9411764705882353,0.0,0.0,0.058823529411764705,0.9411764705882353,0,0,0,0,0,1,0,1,private-key,json
32,2,0,141,198,48,16,4.476409765557392,0.90625,0.03125,0.5,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,env
38,1,0,92,13,39,34,4.734512381750773,0.7894736842105263,0.18421052631578946,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,heroku-api-key,example
32,2,0,5,72,62,23,4.3125,0.9375,0.0,0.53125,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,sh
85,3,0,40,14,61,80,5.419520753932789,0.8352941176470589,0.12941176470588237,0.3764705882352941,0.03529411764705882,0.9647058823529412,0,0,0,0,1,0,0,1,jwt-token,yml
40,0,0,159,78,44,16,4.771928094887363,0.8,0.2,0.325,0.0,1.0,0,0,0,1,0,0,1,0,postgres-password,yaml
42,1,0,57,133,32,12,4.755296291774869,0.7619047619047619,0.21428571428571427,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,generic-api-key,md
38,1,0,119,98,20,77,4.754377842334021,0.868421052631579,0.10526315789473684,0.42105263157894735,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,discord-bot-token,py
40,1,0,124,7,32,58,4.53418371977919,0.825,0.15,0.325,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,ts
79,7,0,39,197,10,75,5.212149976562832,0.810126582278481,0.10126582278481013,0.2911392405063291,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,0,slack-webhook-url,md
32,2,0,70,71,5,54,4.476409765557392,0.78125,0.15625,0.28125,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,js
40,0,0,44,114,11,65,4.712814895472356,0.875,0.125,0.5,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,ts
40,0,0,141,65,2,42,4.634183719779188,0.65,0.35,0.25,0.0,1.0,0,0,0,1,0,0,1,0,postgres-password,yaml
42,1,0,44,66,58,65,4.784941827437644,0.7380952380952381,0.23809523809523808,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,heroku-api-key,py
40,1,0,194,195,45,54,4.871928094887363,0.9,0.075,0.25,0.025,0.975,0,0,0,0,0,1,0,1,api-key,py
82,3,0,75,137,25,77,5.404637791356894,0.8292682926829268,0.13414634146341464,0.45121951219512196,0.036585365853658534,0.9634146341463414,0,0,0,0,1,0,0,1,jwt-token,example
40,1,0,48,63,32,24,4.5653115322251026,0.9,0.075,0.25,0.025,0.975,0,0,0,0,0,1,0,0,api-key,md
38,1,0,126,125,31,14,4.754377842334021,0.8421052631578947,0.13157894736842105,0.42105263157894735,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,postgres-password,md
79,7,0,13,44,28,37,5.176013862989752,0.7974683544303798,0.11392405063291139,0.26582278481012656,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,py
40,0,0,190,135,6,59,4.653055907333275,0.925,0.075,0.45,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,ts
118,24,0,62,186,12,59,5.186987944366144,0.6440677966101694,0.1016949152542373,0.4491525423728814,0.2033898305084746,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,ts
38,1,0,44,2,6,72,4.754377842334022,0.8421052631578947,0.13157894736842105,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,postgres-password,py
40,0,0,100,50,72,21,4.73418371977919,0.85,0.15,0.325,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,yml
40,1,0,154,52,40,33,4.753055907333276,0.875,0.1,0.225,0.025,0.975,0,0,0,0,0,1,0,0,twilio-api-key,md
46,1,0,170,56,66,44,4.740953260404837,0.9347826086956522,0.043478260869565216,0.43478260869565216,0.021739130434782608,0.9782608695652174,0,0,0,0,0,0,0,1,github-pat,py
40,1,0,120,50,62,40,4.734183719779189,0.825,0.15,0.3,0.025,0.975,0,0,0,0,0,1,0,1,generic-api-key,json
42,1,0,86,168,54,64,4.689703732199548,0.9523809523809523,0.023809523809523808,0.4523809523809524,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,twilio-api-key,md
40,1,0,65,149,52,19,4.734183719779189,0.7,0.275,0.4,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,go
42,1,0,119,64,19,79,4.748994803525098,0.8333333333333334,0.14285714285714285,0.14285714285714285,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,heroku-api-key,md
38,1,0,83,108,38,53,4.649114684439285,0.8947368421052632,0.07894736842105263,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,json
40,0,0,170,140,33,4,4.584183719779188,0.725,0.275,0.45,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,env
40,1,0,168,160,19,32,4.634183719779189,0.925,0.05,0.4,0.025,0.975,0,0,0,1,0,0,0,1,postgres-password,py
40,1,0,160,82,72,48,4.753055907333276,0.8,0.175,0.325,0.025,0.975,0,0,0,0,1,0,0,0,sendgrid-api-token,md
40,1,0,19,8,52,52,4.703055907333277,0.775,0.2,0.45,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,sh
40,0,0,12,121,53,3,4.703055907333276,0.775,0.225,0.375,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,ts
83,4,0,110,21,60,58,5.356613828780892,0.7710843373493976,0.18072289156626506,0.3855421686746988,0.04819277108433735,0.9518072289156626,0,0,0,0,1,0,0,1,jwt-token,py
37,1,0,95,167,49,45,4.939183095358683,0.8108108108108109,0.16216216216216217,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,heroku-api-key,md
130,27,0,25,34,46,23,5.149957360069974,0.6692307692307692,0.06153846153846154,0.47692307692307695,0.2076923076923077,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
40,0,0,63,2,21,58,4.884183719779189,0.8,0.2,0.425,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,json
42,1,0,123,111,65,3,4.94577248225106,0.8571428571428571,0.11904761904761904,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,generic-api-key,json
35,2,0,1,155,22,34,4.571860873964194,0.8571428571428571,0.08571428571428572,0.2571428571428571,0.05714285714285714,0.9428571428571428,0,0,0,0,0,1,0,1,stripe-api-key,py
42,1,0,45,48,19,75,4.6420846845805,0.8571428571428571,0.11904761904761904,0.23809523809523808,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,mailchimp-access-token,json
38,1,0,125,91,10,39,4.721611723969902,0.8421052631578947,0.13157894736842105,0.47368421052631576,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,py
40,1,0,179,152,51,26,4.73418371977919,0.875,0.1,0.425,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,py
38,1,0,154,174,10,51,4.501492566690947,0.868421052631579,0.10526315789473684,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,0,twilio-api-key,md
42,1,0,114,186,74,74,4.8505343870129645,0.8571428571428571,0.11904761904761904,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,md
23,1,0,77,108,21,8,4.262692390839622,0.782608695652174,0.17391304347826086,0.4782608695652174,0.043478260869565216,0.9565217391304348,0,0,0,0,1,0,0,1,aws-access-token,yml
38,1,0,189,122,52,65,4.563716987127797,0.8947368421052632,0.07894736842105263,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,twilio-api-key,example
17,3,0,20,40,39,17,3.2927701939369904,0.8235294117647058,0.0,0.0,0.17647058823529413,0.8235294117647058,0,0,0,0,1,0,0,1,sendgrid-api-token,py
38,1,0,99,190,10,58,4.80700942128139,0.868421052631579,0.10526315789473684,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,postgres-password,py
42,1,0,193,104,60,28,4.689703732199549,0.7619047619047619,0.21428571428571427,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
38,1,0,8,101,51,73,4.714646921167524,0.868421052631579,0.10526315789473684,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,py
77,9,1,3,175,58,23,5.133225339199521,0.6883116883116883,0.19480519480519481,0.24675324675324675,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,slack-webhook-url,ts
38,1,0,75,181,78,16,4.754377842334022,0.8421052631578947,0.13157894736842105,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,mailchimp-access-token,py
42,1,0,3,172,78,19,4.850534387012965,0.8333333333333334,0.14285714285714285,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
83,3,0,178,114,15,11,5.437998015553948,0.8192771084337349,0.14457831325301204,0.3614457831325301,0.03614457831325301,0.963855421686747,0,0,0,0,1,0,0,1,jwt-token,py
42,1,0,144,189,12,54,4.814587363100419,0.7857142857142857,0.19047619047619047,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,sendgrid-api-token,md
23,1,0,55,181,59,19,4.0559581516151235,0.7391304347826086,0.21739130434782608,0.43478260869565216,0.043478260869565216,0.9565217391304348,0,0,0,0,1,0,0,1,aws-access-token,yml
37,1,0,173,126,15,48,4.702564514219128,0.7837837837837838,0.1891891891891892,0.35135135135135137,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,generic-api-key,py
38,1,0,152,24,37,52,4.879506460812008,0.8947368421052632,0.07894736842105263,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
40,1,0,126,165,32,24,4.8219280948873635,0.875,0.1,0.325,0.025,0.975,0,0,0,0,0,1,0,1,generic-api-key,json
40,0,0,169,194,28,10,4.871928094887363,0.675,0.325,0.3,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,yml
79,7,0,184,45,29,67,5.140814887659038,0.8227848101265823,0.08860759493670886,0.27848101265822783,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,0,slack-webhook-url,md
40,0,0,79,168,47,63,4.853055907333276,0.875,0.125,0.475,0.0,1.0,0,0,0,0,0,1,0,0,api-key,py
42,1,0,107,131,75,36,4.993391529870108,0.8095238095238095,0.16666666666666666,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,postgres-password,md
79,7,0,192,147,61,11,5.079362318389754,0.8354430379746836,0.0759493670886076,0.26582278481012656,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,py
33,2,0,142,4,62,63,4.4154581344444095,0.8484848484848485,0.09090909090909091,0.30303030303030304,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,stripe-api-key,py
20,0,0,180,133,14,74,3.8841837197791884,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,yml
130,28,0,62,152,10,80,5.06881700248677,0.6538461538461539,0.06923076923076923,0.5153846153846153,0.2153846153846154,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,md
44,1,0,26,128,10,79,4.771598379853424,0.8181818181818182,0.1590909090909091,0.29545454545454547,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,github-pat,py
37,1,0,39,14,41,59,4.810672622327237,0.7837837837837838,0.1891891891891892,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,heroku-api-key,py
59,0,0,164,150,20,21,5.098496227217933,0.8983050847457628,0.1016949152542373,0.423728813559322,0.0,1.0,0,0,0,0,1,0,0,0,discord-bot-token,sh
40,0,0,196,157,33,55,4.734183719779189,0.775,0.225,0.45,0.0,1.0,0,0,0,0,0,1,1,0,heroku-api-key,yaml
40,1,0,164,103,62,44,4.78418371977919,0.9,0.075,0.425,0.025,0.975,0,0,0,0,0,1,0,1,heroku-api-key,py
77,7,0,126,9,6,22,5.09958780068286,0.8311688311688312,0.07792207792207792,0.35064935064935066,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,1,slack-webhook-url,py
40,0,0,86,83,9,39,4.853055907333276,0.85,0.15,0.35,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,ts
40,1,0,159,118,48,17,4.715311532225103,0.875,0.1,0.45,0.025,0.975,0,0,0,0,0,1,0,1,heroku-api-key,yml
83,3,0,199,55,6,39,5.212346739009361,0.8072289156626506,0.1566265060240964,0.37349397590361444,0.03614457831325301,0.963855421686747,0,0,0,0,1,0,0,1,jwt-token,example
40,0,0,16,164,78,63,4.803055907333275,0.8,0.2,0.325,0.0,1.0,0,0,0,0,0,1,0,0,api-key,tf
77,9,1,140,88,52,13,5.102517183659258,0.7792207792207793,0.1038961038961039,0.3116883116883117,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,slack-webhook-url,env
40,1,0,199,88,22,34,4.703055907333276,0.9,0.075,0.425,0.025,0.975,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
118,21,0,53,17,70,76,5.004347105516203,0.6864406779661016,0.0847457627118644,0.4152542372881356,0.17796610169491525,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,sh
37,1,0,190,104,66,70,4.810672622327236,0.8378378378378378,0.13513513513513514,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,api-key,py
